Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Wiederholungstäter : ein Leben zwischen Istanbul, Wien und Athen	Kat exakoluthēsē	Petros Markaris ; aus dem Neugriechischen von Michaela Prinzinger	Diogenes	Zürich	2021	-	9783257245943; 3257245947	-	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT), circa CHF 16.00 (freier Preis))	190 Seiten	18 cm	-	Diogenes-Taschenbuch ; 24594	-	-	-	Band	21,A51; 20,N45	880	Markarēs, Petros	889.83403	https://d-nb.info/1220371017/04	http://deposit.dnb.de/cgi-bin/dokserv?id=7656651220014561959a0477bcc5a5dd&prov=M&dok_var=1&dok_ext=htm	-	-
Orkan : drei Erzählungen	-	Ekaterine Togonidze ; aus dem Georgischen von Katja Wolters	Septime	Wien	2021	-	9783991200048; 399120004X	-	(Festeinband : EUR 22.90 (DE), EUR 23.60 (AT))	214 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N19	890; B	-	-	https://d-nb.info/1233029657/04	-	-	-
Kirmen Uribe: escritura y vida	-	María José Olaziregi Alustiza/Amaia Elizalde Estenaga (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631845035; 3631845030	-	(Festeinband : EUR 49.95 (DE), EUR 51.40 (AT), CHF 58.00 (freier Preis))	244 Seiten	21 cm, 389 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	890	Uribe Urbieta, Kirmen	899.9928	https://d-nb.info/1232662542/04	http://deposit.dnb.de/cgi-bin/dokserv?id=10ef56506930488e8e6aedd2897ca7f7&prov=M&dok_var=1&dok_ext=htm	-	-
Mein Onkel, den der Wind mitnahm : Roman	Cemşîd xany mamim	Bachtyar Ali ; aus dem Kurdischen (Sorani) von Ute Cantera-Lang und Rawezh Salim	Unionsverlag	Zürich	2021	-	9783293005716; 3293005713	-	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT), CHF 27.00 (freier Preis), EUR 20.00)	150 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	890; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=2a636d27d0bd4749beafc03e90c01247&prov=M&dok_var=1&dok_ext=htm	-	-
Das andere Amsterdam	Sxva Amsterdami	Dato Turaschwili ; aus dem Georgischen von Katja Wolters	Weidle Verlag	Bonn	2021	-	9783938803998; 3938803991	-	(Broschur : EUR 23.00 (DE), EUR 23.70 (AT))	251 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 20,N51	890; B	-	-	-	-	-	-
L' heure du roi	Čas korolja	Boris Khazanov ; traduit du Russe et postface par Elena Balzamo	Librairie Générale Française	Paris	2021	-	9782253261957	1re publication LGF	(Broschur)	138 Seiten	18 cm	-	Le livre de poche ; 35981. Biblio	Verlag auf der Hauptinformationsseite: Viviane Hamy	-	-	Band	21,A51	891.8; B	-	-	-	-	-	-
Verfluchte Misteln : Roman	Primerljivi hektarji	Nataša Kramberger ; aus dem Slowenischen von Liza Linde	Verbrecher Verlag	Berlin	2021	-	9783957324931; 3957324939	Erste Auflage	(Festeinband : EUR 22.00 (DE), EUR 22.70 (AT))	265 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N20	891.8; B	-	-	https://d-nb.info/1233490966/04	-	-	-
Das Gespenst in der Ingenieurburg : drei mörderische Geschichten aus dem Zarenreich	-	herausgegeben, aus dem Russischen übersetzt und mit einem Vorwort versehen von Aljonna Möckel	Edition digital	Pinnow	2021	-	9783965214392; 396521439X	-	(Broschur : EUR 15.80 (DE), EUR 16.10 (AT), CHF 14.15 (freier Preis))	152 Seiten	21 cm, 150 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N18	891.8; B	-	-	-	-	-	-
Ein kleiner Held : Erzählungen	Malenʹkij geroj	Fjodor M. Dostojewski ; aus dem Russischen von Christiane Pöhlmann ; mit einem Nachwort von Eckhard Henscheid	Penguin Verlag	München	2021	-	9783328108252; 3328108254	1. Auflage	(Broschur : EUR 8.00 (DE), EUR 8.30 (AT), circa CHF 11.61, circa CHF 11.90 (freier Preis))	205 Seiten	19 cm, 218 g	-	Penguin Edition	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	891.8; B	-	-	https://d-nb.info/1230762051/04	http://deposit.dnb.de/cgi-bin/dokserv?id=5173ae8b92fe44ef90734e1a1fb65ba4&prov=M&dok_var=1&dok_ext=htm	-	-
Das neuzeitliche Europa in türkischen Geschichtslehrwerken der Sekundarstufe II : eine Untersuchung zu Kontinuität und Wandel des Europabildes im Zeitraum 1945 bis 2015	-	Felix Löcherer	LIT	Berlin; Münster	2021	-	9783643148896	-	(Broschur)	504 Seiten	21 cm	-	Geschichtsdidaktik ; Band 1	-	-	Dissertation; Universität Augsburg2020	Band	21,A51	940; 900	Schulbuch; Geschichtsunterricht; Sekundarstufe 2	940.20712561; 907.12561	https://d-nb.info/1235762599/04	-	-	-
Researchers remember : research as an arena of memory among descendants of holocaust survivors, a collected volume of academic autobiographies	-	Judith Tydor Baumel-Schwartz and Shmuel Refael (eds.)	Peter Lang	Bern; Berlin	2021	-	9783034341547; 3034341547	-	(Broschur : EUR 94.95 (DE), EUR 96.70 (AT), CHF 109.00 (freier Preis))	425 Seiten	23 cm, 615 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N36	940; 900	Judenvernichtung; Überlebender; Nachkomme; Historiker; Vergangenheitsbewältigung; Generation 2; Generation 3; Geschichtsschreibung	940.53180722	https://d-nb.info/1240501595/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a2c7690559534147ba914c01a8b1ff57&prov=M&dok_var=1&dok_ext=htm	-	-
Unsichtbarer Tod : der Kampf der Menschheit gegen Viren und Bakterien : von der Sesshaftwerdung bis zum Lockdown	-	Dirk Bockmühl	dtv	München	2021	-	9783423283045; 3423283041	Originalausgabe	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT), CHF 24.50 (freier Preis))	381 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N16	610; 900	Infektionskrankheit; Viren; Bakterien	616.909	https://d-nb.info/1231383577/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b7c69226f31743f783c2a85ca68f1a3c&prov=M&dok_var=1&dok_ext=htm	-	-
Zwischen Nord- und Ostsee : Tagestouren in die Landschaftsgeschichte	-	Dirk Meier	Boyens	Heide	2021	-	9783804215405; 3804215408	-	(Festeinband : circa EUR 28.00 (DE), circa EUR 28.80 (AT))	208 Seiten	28 cm, 1237 g	-	-	-	-	-	Band	21,A51; 20,N48	900	Küstengebiet; Geologie; Landschaftsentwicklung	554.3512	https://d-nb.info/1221738879/04	-	-	-
Mein Herz schreibt dir von Liebe : Briefe von Frauen	-	Herausgegeben von Johannes Thiele	Thiele Verlag	Wien	2021	-	9783851794663; 3851794664	-	(Festeinband : EUR 14.00 (DE), EUR 14.40 (AT), CHF 19.50 (freier Preis))	239 Seiten	19 cm	-	-	-	-	-	Band	21,A51; 21,N14	920	Historische Persönlichkeit; Frau; Berühmte Persönlichkeit; Liebesbrief	920.02	https://d-nb.info/1230564543/04	http://deposit.dnb.de/cgi-bin/dokserv?id=28030e15de87470fa7f2b1ad57f94bff&prov=M&dok_var=1&dok_ext=htm	-	-
Women and the polis : public honorific inscriptions for women in the Greek cities from the late classical to the Roman period	-	Przemysław Siekierka, Krystyna Stebnicka, Aleksander Wolicki	De Gruyter	Berlin; Boston	2021	-	9783110640618	-	(Festeinband : EUR 129.95 (DE) (freier Preis), EUR 129.95 (AT) (freier Preis))	2 Bände	25 cm	-	-	-	-	-	Band	21,A51	480; 930	Stadt; Frau; Griechisch; Ehreninschrift	481.1091732	-	-	-	-
Women and the polis	-	-	De Gruyter	Berlin; Boston	2021	-	9783110640618	-	(Festeinband : EUR 129.95 (DE) (freier Preis), EUR 129.95 (AT) (freier Preis));  : (Festeinband)	XIV Seiten, Seite 626-1239	25 cm	-	-	-	-	-	Band	21,A51	480; 930	-	-	https://d-nb.info/1237663776/04	-	-	-
Women and the polis	-	-	De Gruyter	Berlin; Boston	2021	-	9783110640618; 3110640619	-	(Festeinband : EUR 129.95 (DE) (freier Preis), EUR 129.95 (AT) (freier Preis));  : (Festeinband)	XX, 623 Seiten	25 cm, 2373 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 18,N51	480; 930	-	-	https://d-nb.info/1173343741/04	-	-	-
Roms fließende Grenzen : Archäologische Landesausstellung Nordrhein-Westfalen	-	herausgegeben von Erich Claßen, Michael M. Rind, Thomas Schürmann, Marcus Trier	wbg Theiss	Darmstadt	2021	-	9783806244281; 3806244286	Lizenzausgabe für die wbg	(Festeinband : EUR 40.00 (DE), EUR 41.20 (AT))	584 Seiten	30 cm	-	Schriften zur Bodendenkmalpflege in Nordrhein-Westfalen ; Band 12	Begleitband zur Ausstellung "Roms fließende Grenzen : Archäologische Landesausstellung Nordrhein-Westfalen" im Lippischen Landesmuseum Detmold; im LVR-Archäologischen Park Xanten / LVR-RömerMuseum; LVR-LandesMuseum Bonn ; LWL-Römermuseum Haltern am See ; Römisch-Germanisches Museum der Stadt Köln und MiQua. LVR-Jüdisches Museum im Archäologischen Quartier Köln, 2021-2022	-	-	Band	21,A51; 21,N35	930	Römer; Germanen; Kulturkontakt; Alltag; Römerzeit; Ausgrabung; Funde	936.35502	https://d-nb.info/1239587457/04	-	-	-
Die sabäischen Inschriften aus Mārib : Katalog, Übersetzung und Kommentar	-	Anne Multhoff	VML Verlag Marie Leidorf GmbH	Rahden/Westf	2021	-	9783867571302; 3867571309	-	(Festeinband)	524 Seiten	30 cm, 2340 g	-	Epigraphische Forschungen auf der Arabischen Halbinsel ; Band 9	-	-	-	Band	21,A51; 21,N31	490; 930	Sabäisch; Inschrift	492.9	https://d-nb.info/123797853X/04	-	-	-
Sejanus - Herrscher von Rom : geachtet - gefürchtet - geächtet	-	Raimund Merker	Peter Lang	Berlin; Bern; Wien	2021	-	9783631841198; 3631841191	-	(Festeinband : EUR 59.95 (DE), EUR 61.60 (AT), CHF 70.00 (freier Preis))	303 Seiten	22 cm, 464 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N27	930	Seianus, Lucius Aelius	937.07092	https://d-nb.info/1236479580/04	http://deposit.dnb.de/cgi-bin/dokserv?id=f674c073219a4c7e92086dbc24b90cde&prov=M&dok_var=1&dok_ext=htm	-	-
Burgen, Schlösser und Ruinen im Simmental : von den befestigten Siedlungsplätzen der Bronzezeit zu den mittelalterlichen Ritterburgen : wie diese vielleicht einmal aussahen und was man heute noch sieht : eine nicht wissenschaftliche Zeitreise ins Simmental, auf den Spuren unserer Vorfahren	-	Erich Liechti	Werd & Weber Verlag AG	Thun/Gwatt	2021	-	9783038183419; 3038183415	-	(Festeinband : EUR 30.00 (DE), EUR 30.00 (AT), CHF 39.00 (freier Preis))	120 Seiten	28 cm	-	-	-	-	-	Band	21,A51; 21,N19	720; 930	Schloss; Burg; Burgruine	728.80949454	https://d-nb.info/1233029525/04	-	-	-
Schliemann und das Gold von Troja : Mythos und Wirklichkeit	-	Frank Vorpahl	Galiani Berlin	Köln	2021	-	9783869712451; 3869712457	1. Auflage	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT))	363 Seiten,16 ungezählte Seiten	22 cm, 717 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N19	930; 730	Schliemann, Heinrich; Schatzfund; Bronzezeit; Ausgrabung; Funde	930.1092; 939.21	https://d-nb.info/1232939498/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a6ee6ff6542f44e4a97333c34fb3501f&prov=M&dok_var=1&dok_ext=htm	-	-
Die Schatzjäger des Kaisers : deutsche Archäologen auf Beutezug im Orient	-	Jürgen Gottschlich, Dilek Zaptcioglu-Gottschlich	Ch. Links Verlag	Berlin	2021	-	9783962891268; 3962891269	-	(Festeinband : EUR 25.00 (DE), EUR 25.70 (AT))	336 Seiten	22 cm, 561 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N18	930	Deutsche; Archäologe; Kunstraub; Kulturpolitik; Archäologie	939.800431	https://d-nb.info/123225598X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3d0f0791192b469091d1177eaeba5e52&prov=M&dok_var=1&dok_ext=htm	-	-
Die antiken Skulpturen aus fürstlichem Besitz im Gartenreich Dessau-Wörlitz	-	Sascha Kantsteiner ; Herausgeberin Kulturstiftung Dessau-Wörlitz (KsDW)	Mitteldeutscher Verlag	Halle (Saale)	2021	-	9783963114687; 3963114681	-	(Festeinband : EUR 28.00 (DE), EUR 28.80 (AT), CHF 39.20 (freier Preis))	238 Seiten	29 cm	-	Wissenschaftliche Bestandskataloge der Kulturstiftung Dessau-Wörlitz ; Band 5	-	-	-	Band	21,A51; 20,N50	730; 930; 060	Plastik; Leopold; Sammlung; Kulturstiftung Dessau-Wörlitz	733.074431863	https://d-nb.info/1222856123/04	-	-	-
Historiae Abbreviatae	De Caesaribus	Aurelius Victor ; ediert, übersetzt und kommentiert von Mehran A. Nickbakht und Carlo Scardino	Brill, Ferdinand Schöningh	Leiden, Niederlande; Paderborn, Deutschland	2021	-	9783506702753	-	(Gewebe)	XXX, 379 Seiten	24 cm, 841 g	-	Kleine und fragmentarische Historiker der Spätantike ; 2. B	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 19,N20	930	Aurelius Victor, Sextus; Kaiser	937.060922	https://d-nb.info/1185900357/04	http://deposit.dnb.de/cgi-bin/dokserv?id=65a37b8469d94ef0a35d805fb8436132&prov=M&dok_var=1&dok_ext=htm	-	-
Augustus Dönemi	Augustus und seine Zeit	yazar Werner Eck ; ingilizceden çeviren Deniz Berk Tokbudak ; editör Abdurrahman Uzunaslan ; redaksiyon Perihan Kaya Tokbudak	Doruk	[İstanbul]	2020	-	9789755537788	-	(Broschur)	225 Seiten	21 cm	-	-	-	-	-	Band	21,A51	930	Augustus	937.07092	https://d-nb.info/1239315643/04	-	-	-
Kanonenboot SMS "Panther" : der Panthersprung nach Agadir	-	Text: Klaus Gröbig	SMS Verlag für Marinegeschichte UG (haftungsbeschränkt)	Berlin	2021	-	-	-	-	46 Seiten	29 cm	-	Schiffe, Menschen, Schicksale ; Nr. 331	-	-	-	Band	21,A51	380; 355; 940	-	-	-	-	-	-
Teddy Suhrens "U 564" : reminiscere Reinhard Suhren und Ulrich Gabler	-	Text: Klaus Gröbig	SMS Verlag für Marinegeschichte UG (haftungsbeschränkt)	Berlin	2021	-	-	-	-	47 Seiten	29 cm	-	Schiffe, Menschen, Schicksale ; Nr. 330	-	-	-	Band	21,A51	380; 355; 940	-	-	-	-	-	-
Piastowie a Rzesza w latach 937/939-1138	-	-	[Euro Omni]	Warszawa	2021	-	9788393093243; 9788394378769	Wydanie piewsze	(Festeinband)	Seite DXLIII-MCLXXXVII	25 cm	-	-	-	-	-	Band	21,A51	940; 943	-	-	https://d-nb.info/1240932693/04	-	-	-
Gerhard von Kamptz - Bornholms sidste tyske kommandant	-	af Jens Andersen	Turbine	[Aarhus]	2021	-	9788740668247; 874066824X	1. udgave	(Festeinband)	238 Seiten	25 cm	-	-	-	-	-	Band	21,A51	940; 355	Kamptz, Gerhard von	940.540092; 359.0092; 940.534892092	https://d-nb.info/1238292828/04	-	-	-
Das neuzeitliche Europa in türkischen Geschichtslehrwerken der Sekundarstufe II : eine Untersuchung zu Kontinuität und Wandel des Europabildes im Zeitraum 1945 bis 2015	-	Felix Löcherer	LIT	Berlin; Münster	2021	-	9783643148896	-	(Broschur)	504 Seiten	21 cm	-	Geschichtsdidaktik ; Band 1	-	-	Dissertation; Universität Augsburg2020	Band	21,A51	940; 900	Schulbuch; Geschichtsunterricht; Sekundarstufe 2	940.20712561; 907.12561	https://d-nb.info/1235762599/04	-	-	-
Hexenverfolgungen in England und im Alten Reich (16./17. Jh.) - ein Vergleich	-	Julia Jähnichen	FAU University Press	Erlangen	2021	-	9783961474479; 3961474478	-	(Broschur : EUR 19.00 (DE), EUR 19.60 (AT))	iv, 164 Seiten	21 cm, 324 g	-	Ausgezeichnete Abschlussarbeiten der Erlanger Geschichtswissenschaft ; Band 11	-	Erscheint auch als: Online-Ausgabe	Masterarbeit; FAU Friedrich-Alexander-Universität Erlangen-Nürnberg2018/2019	Band	21,A51; 21,N38	940; 340	-	-	https://d-nb.info/1241131783/04	-	-	-
Geboren im KZ Bergen-Belsen	Je suis née à Bergen-Belsen	Yvonne Salamon ; unter Mitwirkung von Frédérique Agnès ; aus dem Französischen übertragen von Hans Zier	fe	Kißlegg	2021	-	9783863573218; 3863573218	1. Auflage	(Festeinband : EUR 10.00 (DE), EUR 10.30 (AT))	133 Seiten	21 cm	-	-	-	-	-	Band	21,A51; 21,N37	940	-	-	https://d-nb.info/1240775393/04	-	-	-
Researchers remember : research as an arena of memory among descendants of holocaust survivors, a collected volume of academic autobiographies	-	Judith Tydor Baumel-Schwartz and Shmuel Refael (eds.)	Peter Lang	Bern; Berlin	2021	-	9783034341547; 3034341547	-	(Broschur : EUR 94.95 (DE), EUR 96.70 (AT), CHF 109.00 (freier Preis))	425 Seiten	23 cm, 615 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N36	940; 900	Judenvernichtung; Überlebender; Nachkomme; Historiker; Vergangenheitsbewältigung; Generation 2; Generation 3; Geschichtsschreibung	940.53180722	https://d-nb.info/1240501595/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a2c7690559534147ba914c01a8b1ff57&prov=M&dok_var=1&dok_ext=htm	-	-
Königin Christines Hof und die wirtschaftliche Verflechtung mit der Residenzstadt Odense (1496-1521)	-	Mirja Piorr	Jan Thorbecke Verlag	Ostfildern	2021	-	9783799545402; 3799545409	-	(Festeinband : circa EUR 70.00 (DE), circa EUR 72.00 (AT))	682 Seiten	24 cm	-	Residenzenforschung ; Band 8. [...], Neue Folge: Stadt und Hof	-	-	Dissertation; Christian-Albrechts-Universität zu Kiel2021	Band	21,A51; 21,N35	940	Christine; Hof	948.9402	https://d-nb.info/1240010400/04	http://deposit.dnb.de/cgi-bin/dokserv?id=103d87613ea44abd8cf10be8716621aa&prov=M&dok_var=1&dok_ext=htm	-	-
Kindheitsjahre. Erinnerungen an Gjirokastra 1908-1927 : kommentierte Studienausgabe	-	Enver Hoxha ; herausgeben, eingeleitet, kommentiert und übersetzt von Basil Schader	Böhlau Verlag	Wien; Köln	2021	-	9783205213055; 320521305X	-	(Festeinband : EUR 70.00 (DE), EUR 72.00 (AT))	299 Seiten	25 cm, 700 g	-	Zur Kunde Südosteuropas ; 46. 2	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N32	940	Hoxha, Enver	949.604	https://d-nb.info/1238378854/04	-	-	-
Romanian diplomacy in the 20th century : biographies, institutional pathways, international challenges	-	Adrian Viţalary, Ionuţ Nistor, Adrian-Bogdan Ceobanu (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631846865; 363184686X	-	(Festeinband : EUR 79.95 (DE), EUR 82.20 (AT), CHF 93.00 (freier Preis))	439 Seiten	22 cm, 633 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N32	320; 940	Diplomatie; Diplomatische Beziehungen	327.49800904	https://d-nb.info/1238093515/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b82b4813767840f88ad1620b16324b54&prov=M&dok_var=1&dok_ext=htm	-	-
Die Widerstandsgruppe Josef Landgraf am Landstraßer Gymnasium 1940/41	-	Redaktion, Recherche, Lektorat: Ilse Schneider	edition lex liszt 12	Oberwart	2021	-	9783990162118; 399016211X	Erste Auflage	(Broschur : EUR 15.00 (DE), EUR 15.00 (AT))	52 Seiten	20 cm	-	-	-	-	-	Band	21,A51; 21,N29	940	Nationalsozialismus; Widerstandsgruppe	943.6130522	-	-	-	-
Alžběta, císařovna rakouská	Elisabeth, Kaiserin von Österreich	Karl Tschuppik ; z německého originálu přeložil Pavel Cink	Vitalis	Praha; Mitterfels	2021	-	9783899197846; 9788072534234; 3899197844	-	Vitalis Mitterfels : (Broschur : EUR 12.50 (DE), EUR 12.90 (AT)); Vitalis Praha : (Broschur)	104 Seiten	21 cm, 340 g	-	-	-	-	-	Band	21,A51; 21,N27	940	Elisabeth	943.604092	https://d-nb.info/1236479823/04	http://www.vitalis-verlag.com/elisabeth/#978-3-89919-335-0	-	-
Torgau im Großen Nordischen Krieg (1700-1717) : Leben in einer sächsischen Festungsstadt zur Zeit Augusts des Starken	-	von Alexander Querengässer ; herausgegeben von Jürgen Herzog im Auftrag des Torgauer Geschichtsvereins	Sax-Verlag	Beucha; Markkleeberg	2021	-	9783867292733; 3867292736	1. Auflage	(Festeinband : EUR 22.80 (DE))	192 Seiten	24 cm, 620 g	-	Schriften des Torgauer Geschichtsvereins ; Band 14	-	-	-	Band	21,A51; 21,N27	355; 943; 940	Standort; Militär; Nordischer Krieg	355.00943212709033; 943.2127051; 947.0509432127	https://d-nb.info/1236154940/04	http://deposit.dnb.de/cgi-bin/dokserv?id=fa691c0589e842ec8ce972964e0aa932&prov=M&dok_var=1&dok_ext=htm	-	-
Wolfskinder - Glücksmomente : 30 Jahre litauisch-deutsche Begegnungen	-	Wolfgang von Stetten	Molino	Leonberg; Schwäbisch Hall	2021	-	9783948696108; 3948696101	-	(Festeinband : EUR 25.00 (DE), EUR 25.70 (AT))	360 Seiten	25 cm	-	-	-	-	-	Band	21,A51; 21,N26	940	Besetzung; Kriegswaise; Existenzkampf; Kollektives Gedächtnis	940.531450893104724	https://d-nb.info/1235877744/04	-	-	-
Ruhige und bewegte Zeiten meines Lebens : Vertreibung aus Schlesien - Neuanfang in Westfalen	-	Edmund Teuber	Buch & Media GmbH	München	2021	-	9783957802361; 3957802369	-	(Gewebe : EUR 20.00 (DE), EUR 20.60 (AT))	111 Seiten	22 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N21	940; 943	-	-	https://d-nb.info/1233941682/04	-	-	-
Tannenberg 1914 : der Erste Weltkrieg in Ostpreußen	-	John Zimmermann	De Gruyter Oldenbourg	Berlin	2021	-	9783110734836; 3110734834	-	(Festeinband : EUR 39.95 (DE), EUR 39.95 (AT))	VIII, 287 Seiten	24 cm, 547 g	-	Zeitalter der Weltkriege ; Band 23	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N21	940	Schlacht bei Tannenberg; Weltkrieg	940.422	https://d-nb.info/1233799770/04	-	-	-
Von Kasan bis Bergen-Belsen : Erinnerungen eines sowjetischen Kriegsgefangenen 1941/42	-	Tamurbek Dawletschin ; aus dem Russischen übersetzt von David Drevs	Wallstein Verlag	Göttingen	2021	-	9783835350267; 3835350269	1. Auflage	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	301 Seiten	20 cm, 446 g	-	Bergen-Belsen ; Band 11. [...], Berichte und Zeugnisse	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N18	940	-	-	https://d-nb.info/1232586633/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ef5ab6e48248460eb9ba2bad125e8044&prov=M&dok_var=1&dok_ext=htm	-	-
Fünf Tage im Dezember : von Pearl Harbor bis zur Kriegserklärung Hitlers an die USA - wie sich 1941 das Schicksal der Welt entschied	Hitler's American gamble	Brendan Simms, Charlie Laderman ; aus dem Englischen von Klaus-Dieter Schmidt	Deutsche Verlags-Anstalt	München	2021	-	9783421048738; 3421048738	-	(Festeinband : circa EUR 32.00 (DE), circa EUR 32.90 (AT), circa CHF 42.83, circa CHF 43.90 (freier Preis))	637 Seiten	24 cm, 796 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N15	940	Weltkrieg; Kriegseintritt	940.5426693	https://d-nb.info/1230765530/04	http://deposit.dnb.de/cgi-bin/dokserv?id=cfcbafa8294c47cab8e486684cb30291&prov=M&dok_var=1&dok_ext=htm	-	-
Fluctuating alliances : art, politics, and diplomacy in the modern era	-	editor Pilar Diez del Corral Corredoira	De Gruyter	Berlin	2021	-	9783110604894; 3110604892	-	(Festeinband : EUR 42.95 (DE) (freier Preis), EUR 42.95 (AT) (freier Preis))	VI, 168 Seiten	25 cm, 577 g	-	Contact zones ; volume 6	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N13	700; 940	Bündnis; Diplomatie; Rezeption; Kunst; Repräsentation	709.03	https://d-nb.info/1230236724/04	-	-	-
Byzance et ses voisins, XIIIe-XVe siècle : art, identité, pouvoir	-	Elisabeth Yota (dir.)	Peter Lang	Bruxelles; Bern; Berlin; Wien	2021	-	9782807613706; 2807613705	-	(Broschur : EUR 49.95 (DE), EUR 50.00 (AT), CHF 59.00 (freier Preis))	277 Seiten	23 cm, 581 g	-	Pour une histoire nouvelle de l'Europe ; vol. 17	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N06	700; 300; 940	Kulturaustausch; Kunstproduktion	709.49509022; 949.504	https://d-nb.info/1226244351/04	http://deposit.dnb.de/cgi-bin/dokserv?id=87096012cedd4eccbb4d4e3d144f61e5&prov=M&dok_var=1&dok_ext=htm	-	-
Akcja Gestapo przeciwko polskiej inteligencji w rejencji ciechanowskiej : aresztowani i deportowani do obozów koncentracyjnych w III Rzeszy w kwietniu 1940 roku	-	Marcin Przegiętka	Instytut Solidarności i Męstwa im. Witolda Pileckiego	Warszawa	2020	-	9788366340312; 8366340317	Wydanie I	(Festeinband)	458 Seiten	24 cm	-	-	-	-	-	Band	21,A51	940	Intelligenzaktion	943.841053; 940.54050943841	https://d-nb.info/123370480X/04	-	-	-
Hitlers Danmarksbilleder : da Førerens fotograf Walter Frentz rejste gennem Augustoprøret	-	Morten Brink Iwersen	Gyldendal	[København]	2020	-	9788702303599; 8702303590	1. udgave, 2. oplag	(Festeinband)	224 Seiten	23 cm	-	-	-	-	-	Band	21,A51	770; 940	Frentz, Walter; Fotografie; Besetzung; Unruhen; Vorgeschichte	779.092; 940.534890222; 948.90510222	https://d-nb.info/1227018312/04	-	-	-
Ofiary dwóch totalitaryzmów : losy rodzin katyńskich pod okupacją sowiecką i niemiecką	-	Joanna Kurczab	Instytut Solidarności i Męstwa im. Witolda Pileckiego	Warszawa	2020	-	9788366340220; 8366340228	Wydanie I	(Festeinband)	352 Seiten	24 cm	-	-	-	-	-	Band	21,A51	940	Besetzung; Massaker von Katyn; Verbrechensopfer; Hinterbliebener; Familie	947.270842085; 943.8053; 940.53438	https://d-nb.info/1226699138/04	-	-	-
