title|author|issue|DE-640|signature
Was ist Ideologie?|Enderwitz, Ulrich|1. Aufl.|[]|MD 6400 E56
Denken ohne Geländer|Arendt, Hannah|Sonderausg.|[]|CI 6371 D396 B6
Critical reading in language education|Wallace, Catherine|1. publ. in paperback|[]|ES 885 W187
Keine weiteren Fragen|Nicholls, David|0|[]|HN 9990 N613
Vorurteile von Kindern|Lehmann, Regina|0|[]|Psy E 110: 25
Triathlon|Leder, Lothar|1. Aufl.|[]|Spo D 100: 17
Kurzfilmliste|0|0|[]|MB 17/42
Paul Jennings' funniest stories|Jennings, Paul|0|[]|Fre O 580: 187
a o m - Denkwege in die Rechtschreibung|0|0|[]|GB 2982 B185 L
Das Leseklima in türkischen Migrantenfamilien|Grabow, Annkathrin|0|[]|GB 3010 G728
Music and mathematics|Fauvel, John|Repr.|[]|LR 57780 F271
"""Eine grandiose Metamorphose"""|Selg, Peter|0|[]|Paed B 160: 150
Handreichung für den Kunstunterricht im Leistungskurs|Schlamp, Jürgen|1. Aufl.|[]|LH 61290 S338
Dites-moi un peu...|Ulm, Karine|0|[]|ID 1576 U43
Arbeiten lernen|Panke, Martina|1. Aufl.|[]|MS 2250 P193
Schulungsbuch für Diabetiker|Schmeisl, Gerhard-W.|5., vollst. überarb. und erw. Aufl|[]|Bio E 630: 187
Nicht wie wir!|Böhm, Tomas|0|[]|Psy E 600: 40
"""Ausländer nehmen uns die Arbeitsplätze weg!"""|Lanig, Jonas|Vollst. aktualisierte Neuaufl.|[]|MS 3550 L287 (N)
Teaching early literacy|Barone, Diane M.|0|[]|AN 39700 B265
Using brainpower in the classroom|Garnett, Steve|0|[]|Psy B 200: 81
Lernen, lernen und abermals lernen|Lesanovsky, Werner|1. Aufl.|[]|Paed D Beb 1: 1
Effective learning and teaching of writing|Rijlaarsdam, Gert|2. ed.|[]|HD 206 R572 (2)
Was verbindet die Welt?|Labbé, Brigitte|1. Aufl.|[]|Phil T 100: 88
Mathematik heute|Griesel, Heinz|Dr. A,3|[]|0
Reservation Blues|Alexie, Sherman|0|[]|HU 9800 A384 R4
Der Buchstabenbaum|Lionni, Leo|0|[]|ED 5540 L763 B9
Meine Freunde und ich|0|1. Aufl.|[]|GB 3044 M495 Z
Wir entdecken die Natur|Witt, Reinhard|0|[]|ED 5430 W827
If you give a pig a party|Numeroff, Laura|1st ed|[]|HG 831 N971
Abenteuerreise|Crummenerl, Rainer|1. Aufl.|[]|ED 5430 C956
Anime & Manga|Exner, Christian|0|[]|AP 48600 E96
Three of diamonds|Horowitz, Anthony|0|[]|Fre O 580: 222
Mohandas Gandhi|Rice, Dona|0|[]|Fre O 600: 28
Sachunterricht|Gebauer, Michael|1. Aufl.|[]|Paed M 40: 84 L,1
Sachunterricht|Gebauer, Michael|1. Aufl.|[]|Paed M 40: 84 L,2
Aspects of geography in European higher education|Donert, Karl|0|[]|RB 10877 D681
Zukunft: Spiel|Burgstaller, Petra|0|[]|Paed H 800: 157
"Themenheft ""Strom & Magnetismus"""|Krafft, Karin|1. Aufl.|[]|Phy C 500: 111
Schneckenkochbuch|Sievers, Gerd Wolfgang|1. Aufl.|[]|ZE 77000 S573
Broken music|Sting, Musiker|0|[]|LS 48040 S859
Wired for Sound|Greene, Paul D.|0|[]|LR 57790 G799
Quetzalcoatl|Mitton, Jean-Yves|0|[]|ED 4120 M685 -6
Music in the school|Mills, Janet|0|[]|LR 56940 M657
Handbuch der Filmmontage|Beller, Hans|Unveränderter Nachdruck der 5., gegenüber der 4. unveränderte Auflage (TR-Verlagsunion)|[]|AP 56700 B442 (5)
La joie de vivre|Zola, Émile|0|[]|IG 7651 J74
Words and phrases|Stubbs, Michael|[Reprint.]|[]|HF 421 S932
Freundschaft|Lemke, Harald|Sonderausg.|[]|Phil C 650: 27
Die Klavierspielerin|Jelinek, Elfriede|Auf den Kreis der Nobelpreisfreunde beschränkte Auflage|[]|MA 18/40,99
Cultural diversity in music education|Campbell, Patricia Shehan|0|[]|LR 57738 C189
Planet|Kopp, Gabriele|0|[]|GB 3044 P696 A -2
Planet|Kopp, Gabriele|1. Aufl.|[]|GB 3044 P696 -2
Die Erlebnisgesellschaft|Schulze, Gerhard|Um den Anhang gekürzte und mit einem neuen Vorwort versehene 2. Auflage|[]|MS 1290 S391 (2)
Türkçe anadil dersleri|0|0|[]|Büro Kalkavan-Aydin
Temel Türkçe|Çakir, Sabri|0|[]|Büro Kalkavan-Aydin
Dilim|0|0|[]|Büro Kalkavan-Aydin
Bilder lesen, Geschichten sehen|Bauer-Herland, Gabi|1. Aufl.|[]|LH 61260 B344
Children tell stories|0|2. ed.|[]|HD 203 H219 (2)
The great Gatsby|0|1. ed.|[]|HU 3623 G786
Classroom management in language education|Wright, Tony|1. publ.|[]|ES 780 W953
"Zur Situation von Männern in ""Frauen-Berufen"" der Pflege und Erziehung in Deutschland"|Stuve, Olaf|0|[]|MS 3050 S937
John Lennon|Posener, Alan|8. Aufl.|[]|LS 48600 P855 (8)
King of kings|0|[Partitur]|[]|LT 12560 S759 -2
Le gone du Chaâba|Begag, Azouz|0|[]|IH 91900 B416 G6
Märchen in Stundenbildern|0|2. Aufl.|[]|GB 2978 W353 -5/6(2)
Collected arrangements|Rathbone, Jonathan|0|[]|LT 12600 R234
Reading contemporary picturebooks|Lewis, David K.|digit. printing|[]|EC 8540 L673
Arc of justice|Boyle, Kevin|0|[]|PH 6405 B792
One red dot|Carter, David A.|1. US ed.|[]|ED 5540 C323
Friedrich Dürrenmatt, Romulus der Große|Wagener, Hans|Rev. und bibliogr. aktualisierte Ausg.|[]|GN 4172 W131 (N)
Die kleine Meerjungfrau|Zwerger, Lisbeth|2. Aufl.|[]|ED 5540 A544 (2)
Ethics and politics in early childhood education|Dahlberg, Gunilla|0|[]|Paed G 50: 54
I hate school|Ross, Tony|0|[]|ED 5540 W734 I1
Russell the sheep|Scotton, Rob|1. ed.|[]|ED 5540 S431
La bande dessinée|Groensteen, Thierry|Nouv. éd.|[]|EC 7120 G874 (N)
Diary of a spider|Cronin, Doreen|1. ed.|[]|ED 5540 C947
How to catch a star|Jeffers, Oliver|0|[]|ED 5540 J45 H8
The essential child|Gelman, Susan A.|1. issued as an paperback|[]|Psy C 100: 77
The lullaby choirbook|0|0|[]|LT 12600 G371 C5
Grenztouren|Becker, Christoph|0|[]|RD 76078 B395
Lerngelder|Faulstich, Peter|0|[]|Paed P 400: 17
Keeping track|Oakes, Jeannie|2. ed.|[]|DU 6002 O11 (2)
The night pirates|Harris, Peter|0|[]|HG 831 H315 N6
Common mistakes at CAE ... and how to avoid them|Powell, Debra|1. publ.|[]|HD 190 P882
99 ways to tell a story|Madden, Matt|0|[]|LH 71410 M179
Ten Little Indians|Alexie, Sherman|0|[]|HU 9800 A384 T2
Textilia|Klein-Bednay, Ildikó|0|[]|ZE 85500 S349 -6
Der Glaube der Atheisten|Hierzenberger, Gottfried|Orig.-Ausg.|[]|BG 3000 H633
Lernsequenzen Klasse 5/6|Schuhmacher, Christian|0|[]|BU 2600 S385 -5/6
Banishing burnout|Leiter, Michael P.|First edition|[]|Psy B 50: 160
Hermann Hesse, Demian|Esselborn-Krumbiegel, Helga|Durchges., in Kap. 4 erg. u. bibliogr. aktualisierte Ausg.|[]|GM 3670 E53
Hermann Hesse, Der Steppenwolf|Voit, Friedrich|0|[]|GM 3670 V898
Aesthetic approaches to children's literature|Nikolajeva, Maria|0|[]|EC 8300 N693
The kingfisher treasury of ghost stories|0|0|[]|Fre O 580: 307
The runaway bunny|Brown, Margaret Wise|Revised edition|[]|HG 831 B879 R9
I ain't gonna paint no more!|Beaumont, Karen|0|[]|HG 831 B379 C3
Die Abstammung des Menschen|Darwin, Charles|0|[]|Bio E 500: 22
Go away, big green monster!|Emberley, Ed|First revised edition|[]|HG 831 E53
Offener Unterricht|Lin-Klitzing, Susanne|[1. Aufl.]|[]|Paed H 650: 217
Die Luft|Schlesiger, Gabriela|2. Auflage|[]|Paed M 150: 104
Materials evaluation and design for language teaching|McGrath, Ian|repr.|[]|ES 813 M478
The power of critical theory|Brookfield, Stephen|First edition|[]|Paed P 150: 267
Star Wars journey through space|Windham, Ryder|0|[]|HG 831 W764
Kasimir hat einen Platten|Klinting, Lars|0|[]|ED 5540 K65 K6
Drachen-ABC|Schulz, Angelika|0|[]|GB 2944 S388
Eragon - der Auftrag des Ältesten|Paolini, Christopher|13. Aufl.|[]|HU 9801 P211 -2(13)
Kombi-Buch Deutsch|0|1. Aufl., Dr. 1|[]|GB 2996 II K81 -3
Norway. today|Bauersima, Igor|Orig.-Ausg., 3. Aufl.|[]|GN 9999 B344 (3)
Community music|Moser, Pete|First published|[]|LR 56900 M899
Visualization, explanation and reasoning styles in mathematics|Mancosu, Paolo|0|[]|Math A 100: 63
Wedding songs for vocal duet|Sosin, Donald|0|[]|LS 51280 S715
Ratgeber Kopfschmerz|Bischoff, Claus|0|[]|Bio E 630: 402
Ratgeber Schizophrenie|Hahlweg, Kurt|1. Aufl.|[]|Psy K 120: 130
Wunder der Erde|Harrison, James|0|[]|ED 5430 H319
Das grosse Buch der 555 Kinderfragen|Hell, Ilse|Genehmigte Sonderausgabe|[]|ED 5430 H476
Die Erde|0|0|[]|ED 5430 D559
Ökologie|0|Dr. A1|[]|Bio G 100: 105
Formelsammlung für die Haupt- und Realschule|Bettner, Marco|1. Auflage|[]|Nat A 6: 14
Geni l|0|[Nachdr.]|[]|GB 3044 G324 -2
Färben mit Pflanzen|Jörke, Renate|Neuausg., (9., aktual. Aufl.)|[]|ZS 6300 J64 (N)
Turtle's race with beaver|Bruchac, Joseph|0|[]|ED 5540 B887
Half slave and half free|Levine, Bruce C.|1. rev. ed.|[]|NP 6020 L665
Jakob will stark sein|Stier, Kattrin|0|[]|ED 5540 S855
Felix & Theo - Elvis in Köln|Felix|[Nachdr.]|[]|GB 3056 F316 E5
Felix & Theo - Berliner Pokalfieber|Felix|0|[]|GB 3056 F316 B5
Felix & Theo - Ein Fall auf Rügen|Felix|0|[]|GB 3056 F316 R9
Langenscheidt Grundschulwörterbuch Deutsch|Billes, Susanne|0|[]|GB 2990 L275
Hallo, da bin ich!|0|1. Aufl., 2. Dr.|[]|GB 3044 H192 Z -1
Constructing autism|Nadesan, Majia Holmer|1. publ.|[]|Psy K 340: 154
Van Gogh|Cutts, Josephine|Genehmigte Sonderausgabe|[]|LI 34506 C991 (S)
Duden - Sprachbuch|0|1. Aufl|[]|GB 2980 I D845 A -2/2
Never let me go|Ishiguro, Kazuo|Open market ed., 1. publ.|[]|HN 4774 N513
Humor|Dimitri|4. Aufl.|[]|AP 79500 D582 (4)
Trainingshandbuch selbstreguliertes Lernen|Ziegler, Albert|1. Aufl.|[]|Math N 220: 291,1
Duden-Schülerhilfen|Lübke, Diethard|2., aktualis. Aufl.|[]|GB 2964 L948 A9 (2)
Bertold zeigt uns Freiburg|Ullrich, Sabine|0|[]|ED 5430 U42
The flood|Gee, Maggie|0|[]|HN 9990 G297
Der verbotene Stadtteil|Erler, Peter|Orig.-Ausg., 1. Aufl|[]|MA 21/61
Pedagogies of crossing|Alexander, M. Jacqui|0|[]|MS 3150 A374
Gesunde Gelenke|Schwichtenberg, Maren|0|[]|Spo A 820: 193
Lebenswelten der Grundschulkinder und ihre Vernetzung als pädagogische Chance|Kapustin-Lauffer, Tatjana|0|[]|Paed L 220: 78
Die Klasse groovt|Tille-Koch, Jürgen|1. Aufl.|[]|LR 56985 T575 -1
Engel|Gretenkord, Ilse|1. Aufl.|[]|BU 4150 G834
Fußball - Fremdsprachen - Forschung|Thaler, Engelbert|0|[]|ES 885 T365
Freestyle - Let's do Hip-Hop|0|1. Aufl.|[]|LR 56969 D375
Subjekt - Raum - Technik|Sesink, Werner|0|[]|Paed M 690: 223
Von Katzenaugen, Geldbatterien und Seifenblasen|Dittmar-Ilgen, Hannelore|1. Aufl.|[]|Phy C 220: 27
"Rund um ""Lola rennt"""|Anders, Petra|0|[]|GB 2938 A544
Die kleine Hexe|Karig, Andrea|1. Aufl.|[]|GB 2976 K18
Lernen im Physikunterricht|Girwidz, Raimund|1. Aufl|[]|Phy C 30: 3
Der lebendige Ozean|Ellis, Richard|1. Aufl.|[]|Bio B 400: 75
Emotionale Kompetenz in kooperativen Lernsituationen|Einsiedler, Gabriele|0|[]|Psy B 20: 98 b
Raus in den Wald!|Erkert, Andrea|0|[]|Paed B 980: 229
"Rund um ""Sein oder Nichtsein"""|Teuscher, Gerhard|1. Aufl., 1. Dr.|[]|GB 2938 T351
Erlebnispädagogische Indoor-Massnahmen im Sportunterricht|Bieligk, Michael|0|[]|Spo B 180: 72
Der unkontrollierte Verfall des deutschen Schulwesens|Sprenger, Ulrich|0|[]|Paed L 100: 240
Duden - Üben mit Lexi Mathematik|Schulz, Andrea|1. Aufl.|[]|Math O 700: 127 ,1
Das Selbstkonzept der Schüler im Sportunterricht|Ruf, Katharina|0|[]|Spo B 180: 71 b
Deutsch mit schrägen Gedichten und komischen Fotos|Hartmann, Anne|1. Aufl.|[]|GB 3008 H333
Schnitzen mit Kindern|Egholm, Frank|1. Aufl.|[]|ZS 5100 E29
"""Humor"" in der Pädagogik"|Fricke, Christian|0|[]|Paed A 90: 65
Motivationsförderung in der Schule|Fischer, Natalie|1. Aufl.|[]|Math N 220: 175
Transkulturelles Lernen in der Kindertagesstätte und Grundschule|Bittl, Karl-Heinz|1. Aufl.|[]|Paed W 340: 43
Genauere Entwickelung der Hauptbegriffe, welche in die Bestimmung des pädagogischen Zwecks eingehn|Herbart, Johann Friedrich|0|[]|Paed D Her 1: 47
Zelle, Organ, Mensch|Kugler, Peter|1. Aufl.|[]|Bio E 200: 19
Bildung und Kreativität|Braun, Daniela|1. Aufl.|[]|Paed G 860: 139
Lebenslanges Lernen - der Lissabon-Prozess und seine Auswirkungen|Kurth, Ulrike|0|[]|Paed P 150: 192
Bewegungshits von Moskau bis Marokko|0|1. Aufl.|[]|LR 56985 H546
Duden - Sprachbuch|0|1. Aufl|[]|GB 2980 I D854 A -2/1
Qualitätskontrolle im Kindergarten?|Franken, Bernd|2., unveränd. Aufl.|[]|Paed G 820: 27
Schule und Sachunterricht in Ost- und Westdeutschland|Pfeiffer, Silke|1. Aufl.|[]|Paed L 50: 231
Thinking and reasoning with data and chance|Burrill, Gail|0|[]|Math N 20: 37 ,2006
Bilden und Erziehen|Lattmann, Urs Peter|2., erw. Aufl.|[]|Paed C 40: 14 a
Metaphors, similes, and other word pictures|Fandel, Jennifer|1. ed|[]|HG 832 F199 M5
Lehr-, Lern- und Erlebnispfade zur Umweltbildung|Nutz, Michaela|2. Aufl|[]|Bio F 630: 466
Task-based language teaching|Nunan, David|Reprint.|[]|ES 860 N972
Grundzüge der Kulturkritik des jungen Pestalozzi|Steinke, Ehrenfried S.|0|[]|Paed D Pes 1: 91
Demokratie-Lernen im Politikunterricht durch Lebensweltanalysen|Eichner, Detlef Herbert|0|[]|MD 6300 E34
Tanzarello|Oosterveen, Corina|0|[]|LR 56985 O59
Die pädagogische Dimension der technischen Allgemeinbildung in der Grundschule|Eichner, Renate|0|[]|ZG 9000 E34
Die Olchis werden Fußballmeister|Dietl, Erhard|0|[]|GE 6919 D565 O4
Die Rolle der Grundschullehrkräfte|Köster, Claudia|0|[]|Paed E 950: 65 ,37
Kooperation mit zugewanderten Eltern|Apeltauer, Ernst|0|[]|MA 07/541
Schulleben und Lebensschule|Aregger, Kurt|1. Aufl.|[]|Paed L 600: 54
kubim|Brinkmann, Annette|0|[]|DW 4000 B858
Qualitätskriterien und -standards im Bereich der frühkindlichen Bildung und Betreuung|Viernickel, Susanne|1. Aufl.|[]|Paed G 100: 46
Schule erfolgreich leiten|Wingert, Ortwin|1. Aufl.|[]|Paed L 900: 111
Zur Didaktik und Methodik der Erörterung|Graf, Günter|0|[]|GB 2964 G736
Duden - Üben mit Lexi Deutsch 1/2|Cremer, Katja|1. Aufl|[]|GB 2984 D845 -1
Duden - Üben mit Lexi Deutsch 1/2|Gottschlich, Anne|1. Aufl|[]|GB 2984 D845 -2
Begabungsförderung in jahrgangsgemischten Lerngruppen|Busch, Karin|0|[]|Paed G 530: 49,1
Auswirkungen der Tätigkeit von Schülerstreitschlichtern|Hartig, Christiane|0|[]|Psy B 300: 71
Autonomie und Schulautonomie|Heinrich, Martin|0|[]|Paed C 800: 40
Lebenslänglich hochbegabt|Führlich, Ingrun|0|[]|Psy G 310: 170
Risikofaktoren bei Jugendlichen und ihre Auswirkungen auf das Leben im Erwachsenenalter|Spiess Huldi, Claudia|0|[]|CQ 6600 S755
Wetter|Dunlop, Storm|0|[]|RB 10432 D922
Amadeus legt los|Schäfer, Lutz|0|[]|LT 56980 S294
"""Friendly Fire"" im Kinderzimmer"|Gesmann, Stefan|0|[]|Komm E 600: 34
Reflexion der Praxis - Praxis wissenschaftlicher Reflexion|Günther-Boemke, Gerlinde|0|[]|Bio F 800: 352
Margaret Atwood, The handmaid's tale|Frenken, Wiltrud|Dr. A1|[]|HQ 4157 F879
Günter Grass: Im Krebsgang|Hildebrand, Olaf|0|[]|GN 5052 H642
Rock, Pop - Amen?!|Flink, Ute|0|[]|BU 4950 F622
Demokratie durch Handeln lernen|Edelstein, Wolfgang|0|[]|MB 2568 E22
Zwischen Bildungsauftrag und Quotendruck|Quilling, Eike|0|[]|Paed H 60: 85
Schulische Leistungsbeurteilung|Neuweg, Georg Hans|3., aktualisierte und erw. Aufl., Stand der Rechtslage: 1. September 2006|[]|Paed K 520: 83
Die dienstliche Beurteilung von Lehrpersonen|Gräble, Markus|0|[]|Paed S 150: 16
Cool mit Nic Panda|Muth-Seidel, Despina|0|[]|Psy G 420: 67
L'apprentissage précoce d'une langue étrangère|Gaonac'h, Daniel|éd. 01|[]|CP 6500 G211
Testing for language teachers|Hughes, Arthur|2. ed., 5th print|[]|ES 767 H893
Zukunftsschulen|Grimm, Gaby|1. Aufl.|[]|Paed L 920: 51
Entwicklung ist messbar|Holtappels, Heinz Günter|1. Aufl.|[]|Paed L 100: 241
Aufgabenstellungen im Deutschunterricht|Schäfers, Stefanie|0|[]|GB 2950 S294 A9
Lernen und neue Medien|0|0|[]|Paed R 750: 55
Circus - Bewegungskünste - mit Kindern|Bardell, Bettina|[Neuaufl.]|[]|Spo D 500: 29
Portfolio im Deutschunterricht|Köllbichler, Margrit|1. Aufl.|[]|GB 2964 K77
Bridging diversity|Prott, Roger|0|[]|Paed G 860: 142
Öffnungen|Schwarzbauer, Michaela|0|[]|Paed B 230: 80
Abenteuer macht Schule : Projektdokumentation|Weidemann, Kirsa|0|[]|Paed U 600: 124 b
Bildung - Promotor von Gleichheit oder Ungleichheit?|Achs, Oskar|1. Aufl.|[]|Paed A 570: 58 b
Der Bauernhof als erlebnispädagogischer Lernort|Marquardt, Anja|0|[]|Paed U 600: 123
Paarbeziehung und Identität|Schmidt, Klaus|1. Aufl.|[]|Paed A 530: 25
Pluspunkt Mathematik|0|1. Aufl. [Nachdr.]|[]|0
Kindergerechtigkeit|Rüsing, Olaf|0|[]|DF 2500 R921
Theodor Fontane, Irrungen, Wirrungen|Fuchs, Michael|0|[]|GL 3830 F951
Kombination von Werterziehung und Wissenserwerb|Weinberger, Alfred|0|[]|Paed A 130: 208
Griechische Geschichte erzählt|Rosen, Klaus|2., durchges. Aufl.|[]|NH 5350 R813 (2)
Grundkurs Kunst|0|Dr. A3|[]|LH 61280 K63 G8 -2
Einflüsse der Sozialschicht und des Migrationsstatus auf das Verhältnis zwischen Elternhaus und Schule|Sacher, Werner|0|[]|MA 14/2453
Pluspunkt Mathematik|0|1. Aufl., [Nachdr.]|[]|0
Pluspunkt Mathematik|0|1. Aufl., [Nachdr.]|[]|0
Die Kunst des Betrachters|Stiehler, Hans-Jörg|0|[]|Komm C 300: 130
Die Comic-Werkstatt|Brandenburg, Birgit|1. Aufl.|[]|EC 7120 B817
Wie man Vorstellungen der Lerner verstehen kann|Gropengießer, Harald|2., aktualisierte Aufl.|[]|Paed B 450: 30
Plädoyer für eine offene Pädagogik der Achtsamkeit|Regel, Gerhard|0|[]|Paed G 590: 75
Leistungsbeurteilung im österreichischen Schulsystem|Benischek, Isabella|0|[]|Paed K 500: 36
Mit Kindern das Klassenzimmer gestalten|Lohmiller, Stefanie|1. Aufl|[]|LH 61290 L833 -1/2
LehrerInnen erforschen ihre Praxis|Prammer-Semmler, Eva|0|[]|Paed S 150: 20
Bildung schafft Zukunft|Möller, Heidi|1. ed.|[]|Paed A 20: 110
Lernkontrollen Mathematik|Bettner, Marco|1. Aufl.|[]|Math N 260: 34
Kultur macht Schule|Bielenberg, Ina|0|[]|Paed A 420: 60
Hausaufgaben in der Grundschule|Oberleiter, Klaus|1. Aufl.|[]|Paed H 960: 36
Kunstgeschichte praktisch|Blahak, Gerlinde|1. Aufl.|[]|LH 61290 B633 P8
Kaufen! statt Lesen!|Nickel, Gunther|Sonderausg.|[]|GE 3054 N632
Großstadtlyrik|Wende, Waltraud|[Nachdr.]|[]|GE 6747 W469
Vom eigenen Bild zum einfachen Text|Evans, Joy|1. Aufl|[]|GB 2982 E92 -1/2
Differenzierung konkret|Palmstorfer, Brigitte|0|[]|Paed K 700: 178
Weil sie Künstler sind ...|Göhmann, Lars|0|[]|AP 67400 G594 W4
Französische Kinderlieder|Huppertz, Norbert|1. Aufl.|[]|ID 1594 H958
ABC-Suppe und Wortsalat|Holtei, Christa|0|[]|ED 5530 H758
Games for language learning|Wright, Andrew|3rd ed|[]|HD 184 W947 (3)
Erdkunde, Wirtschaftskunde, Gemeinschaftskunde|0|0|[]|RB 10063 II N359 L -3
Ich - du - wir: auf dem Weg zum mündigen Bürger|0|1. Aufl.|[]|MB 2552 II I16 -3/4
Kulturelle Bildung und Ganztagsschulen: Rahmenbedingungen und Umsetzung von Kooperationen in den Ländern|Kelb, Viola|Stand: 30.6.2006|[]|Paed L 500: 66
Leihst du mir deinen Blick?|Zenaṭi, Ṿaleri|0|[]|IH 91900 Z54
Langenscheidt, Englisch - tierisch leicht|Richardson, Karen|0|[]|HG 831 R523
Zeit der Wunder|Becker, Susanne|0|[]|Psy C 240: 108
Nah dran ...|Brenner, Sandra|[Nachdr.]|[]|QB 330 II N153 -2
Wer ruft denn da?|0|0|[]|ED 5430 H511 W4
James Dean lebt!|Kremp, Werner|0|[]|AP 51900 K92
Rhythmik im Mathematikunterricht|Klicpera, Ruth|1. Aufl.|[]|Math N 90: 9
Einfühlung bei Edith Stein|Heise, Irene|2. Aufl.|[]|BF 7111 H473 (2)
Imaginaires métissés|Sorin, Noe͏̈lle|0|[]|IJ 40025 Q3 S7
Them|Oates, Joyce Carol|Paperback ed., [Repr.]|[]|HU 4608 T383
Fitness mit Kleingeräten|Jordan, Alexander|3. Aufl.|[]|Spo A 920: 83
"Beiträge zur Didaktik des ""Geographie und Wirtschaftskunde""-Unterrichts"|Sitte, Wolfgang|4., unveränd. Aufl.|[]|RB 10865 S623 (4)
Methodenkompetenz im Kindergarten|Krenz, Armin|Sonderausg.|[]|Paed G 650: 92
Die Birkennase und Die tollen Trolle|Ehni, Jörg|Partitur|[]|LT 56985 E33
Die philosophische Rolltreppe|Zittlau, Jörg|Ungekürzte Ausg., 2. Aufl.|[]|Phil A 30: 38
Miteinander reden|Schulz von Thun, Friedemann|6. Aufl., Orig.-Ausg., Neuausg|[]|Psy E 150: 51 e
English pronunciation in use|0|1. publ., 7. pr.|[]|HD 224 H235
Les français|Mauchamp, Nelly|0|[]|MS 1208 M447
Land art|Tufnell, Ben|0|[]|LH 65829 T914
Den Suchtkreislauf durchbrechen|Lindemann, Frank|2., erw. Aufl.|[]|Psy L 600: 267
Hinter eines Baumes Rinde wohnt die Made mit dem Kinde|Führe, Uli|Gesamtausgabe mit Klavierbegleitung|[]|LS 51340 F953 H6
Erfindergarten|Greine, Rita|2. Aufl.|[]|Paed G 650: 77
Triathlontraining|Aschwer, Hermann|7. Aufl.|[]|Spo D 100: 21
Entdeckungen im Zahlenland|0|[Stand:] Januar 2005|[]|Math N 400: 88 ,2 b
Entdeckungen im Zahlenland|0|[Stand:] April 2006|[]|Math N 400: 88 ,1 c
Natur und Umwelt spielend entdecken|Jacobs, Marianne S.|1. Aufl|[]|Nat B 600: 23
Diätetik in der Allergologie|Werfel, Thomas|2., überarb. und wesentlich erw. Aufl.|[]|YT 7100 D536 (2)
Personalentwicklung im lernenden Unternehmen|Arnold, Rolf|3., unveränd. Aufl.|[]|Psy E 700: 231
Potsdamer Perspektiven einer Systematischen Musikpädagogik|Jank, Birgit|0|[]|LR 56900 J33
Technologie für Bekleidungsberufe|Fontaine, Arthur|12. Aufl|[]|ZS 6600 F678 -1(12)
Fachtagung 3-D-Textilien|0|0|[]|ZS 5700 P493
Trust in technology|Clarke, Karen|0|[]|EDV B 10: 3
Diskothek / Süddeutsche Zeitung|Beck, Musiker, Musiker|0|[]|CD 06/31 SB
Assessing English language learners|Gottlieb, Margo H.|0|[]|HD 190 G686
Vocabulario en movimiento|Tarrés Chamorr, Iñaki|0|[]|IM 1505 T192
Oxford Practice Grammar|Yule, George|1. publ|[]|HD 220 O98 -3
Case study research|Yin, Robert K.|3. ed., [Nachdr.]|[]|MR 2000 Y51 (3)
Oxford Practice Grammar|Coe, Norman|1. publ|[]|HD 220 O98 -1
Kinderunfälle|Schlag, Bernhard|1. Aufl.|[]|Psy C 100: 57
Steuerung und Eigendynamik der Aussonderung|Sieber, Priska|0|[]|Paed T 180: 183
Bewegung in Bildung und Gesundheit|Fischer, Klaus|0|[]|Psy B 700: 117
Study skills in English|Wallace, Michael J.|0|[]|HD 221 W192
Überall ist Lesezeit|0|2., unveränd. Aufl., [Nachdr.]|[]|GB 3000 I U22 -3(N)
Netzwerkarbeit erfolgreich gestalten|Wohlfart, Ursula|1. Aufl.|[]|Paed F 380: 57
Cartoon und Comic|Michaelis, Margot|Dr. A1|[]|LH 61290 M621
Der Schrecken der Ozeane|Katzenstein, Leuw|0|[]|GE 6919 K19 S3
Das Zahlenbuch|0|1. Aufl.|[]|0
An introduction to foreign language learning and teaching|Johnson, Keith|[Nachdr.]|[]|ES 750 J67 (N)
Sachunterricht be-greifen|0|4., unveränd. Aufl.|[]|Paed M 40: 52,1
The wind in the willows|Grahame, Kenneth|0|[]|HD 242 G742
The Story of football|Donaldson, Eleanor|0|[]|Fre O 600: 23
The story of chocolate|Gascoigne, Jennifer|0|[]|Fre O 600: 19
Let's go|0|1. Aufl.|[]|HD 220 II G573 A -3
Let's go|0|1. Aufl.|[]|HD 220 II G573 Z -3
Let's go|0|1. Aufl., [Nachdr.]|[]|HD 220 II G573 L1 -1
Bausteine Mensch, Natur und Kultur|0|0|[]|Paed M 170: 2,2
Jo-Jo|0|1. Aufl.|[]|Paed M 170: 3,3
Jo-Jo|0|1. Aufl., [Nachdr.]|[]|Paed M 170: 3,4
Going with the flow|Smith, Michael W.|0|[]|AN 39700 S655 G6
The many faces of health, competence and well-being in old age|Wahl, Hans-Werner|0|[]|MS 2700 W136 M2
Schriftlichkeit - Interdisziplinär|Panagiotopoulou, Argyro|0|[]|GB 2964 P187
Bilingual education|Brisk, María Estela|2. ed.|[]|ES 862 B859 (2)
Let's go|0|1. Aufl., [Nachdr.]|[]|HD 220 II G573 A -2
Szenisches Spiel in der Schule|Ertmer, Cornelia|[Nachdr.]|[]|AP 69200 E73
Wi(e)der die Armut?|Kuhn, Katina|0|[]|MS 6440 K96
Science literacy in primary schools and pre-schools|Eshach, Haim|0|[]|Nat B 600: 19
Kollektives Lernen als Grundlage organisationalen Lernens|Brodowski, Michael|0|[]|Psy E 700: 209
Identity, education and citizenship - multiple interrelations|Sprogøe, Jonas|0|[]|Paed E 100: 241
